Source	Type	Identifier	Title	DateEarliest	RelationAttachments	CoverageSpatial	Description	InventoryNumber	SectionNumber	Context	Deposit	NotebookPage	Material	Category	Format	Storage	CoverageTemporal	CoverageEarliest	CoverageLatest	RightsStatus	RightsSidelined	Relation	Contributor	Coverage	Creator	Date	Language	Publisher	Rights	Subject	CoverageAltitude	CoverageArea	CoverageCRS	CoverageCoordinates	CoverageCropped	CoverageEnvelopeXYZ	CoverageEnvelopeGEO	CoverageXYZ	CoverageGEO	CoverageJSON	CoveragePosition	CoverageSerialized	CoverageUTC	CoverageUnion	DateEarliestISO8601	DateLatest	DateLatestISO8601	DateModified	DateTimeZone	DateUTC	FormatDiameter	FormatHeight	FormatImage	FormatImageAnnotations	FormatImageHeight	FormatImageModificationDate	FormatImageTransformXYZ	FormatImageTransformGEO	FormatImageEnvelopeXYZ	FormatImageEnvelopeGEO	FormatImageWidth	FormatLength	FormatMaximumDimension	FormatPreservedHeight	FormatThickness	FormatWidth	IdentifierUUID	RelationBelongsTo	RelationBelongsToUUID	RelationCuts	RelationCutsUUID	RelationIncludes	RelationIncludesUUID	RelationIsAbove	RelationIsAboveUUID	RelationIsAfter	RelationIsAfterUUID	RelationIsBefore	RelationIsBeforeUUID	RelationIsBelow	RelationIsBelowUUID	RelationIsCoevalWith	RelationIsCoevalWithUUID	RelationIsCutBy	RelationIsCutByUUID	RelationIsNextTo	RelationIsNextToUUID	RelationURLs	RightsDeleted	RightsLocked	RightsRating	RightsTrashed	Subtype	Period
ΒΘ West 2013	Artifact	29	Worked stone	2013-07-04T09:11:24Z			Polished concave surface. Marble? Part of a mould?			Fill north of Wall 14 and east of Wall 16		3519	Stone	ST Stone	P.L. 0.034; Th. 0.006					Will Process	0					4 juil. 2013					[53.724 TO 53.724]							GEOMETRYCOLLECTION(POINT Z (411.027 355.026 53.724))	POINT (23.72279287 37.97642499)		411.027, 355.026	n=find-spot\nd=2013-07-04T09:11:42Z\nx=0X1.9B06E978D4FDFP+8\ny=0X1.6306A7EF9DB23P+8\nz=0X1.ADCAC083126E9P+5\nv=0X1.7EBF6E5D4C3B3P+6\ns=0X1.9F0A3D70A3D71P+3\nhz=0X1.42BC4D5E6F808P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-04T12:11:24+0300	2013-07-04T09:11:42Z	2013-07-04T12:11:42+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-04T09:11:24Z																	D0A0FE5C-828A-436F-8D15-B099FC2EE871	west:2019:b:41\nLot ΒΘ 517	7AB4A5AE-6F42-4B98-8C65-2DC544534072\n8FB77330-9DED-4F59-ADF4-B1282D8FD36B																				0	0		0		
ΒΘ West 2013	Artifact	30	Coin	2013-07-04T10:50:55Z			"Constantius II, 353-355 A.D. \n\n""Falling horseman"" type: Helmeted soldier to left, shield on left arm, spearing fallen horseman.  Horseman wears pointed cap, turns to face soldier, and extends right arm.\n\nMint: Constantia (Arles).\n\nJ. P. C. Kent 1981, The Roman Imperial Coinage, Vol. VIII, Plate 7, #215: cf. p. 219."		ΒΘ-212	Fill east of Wall 16 in Room 2 of ΒΘ West.		3525	Copper alloy	Coin	Diam. 0.017; Weight: 2.44 g.		353-355 A.D.	353	355	Will Process	0					4 juil. 2013					[53.726 TO 53.726]							GEOMETRYCOLLECTION(POINT Z (410.966 355.969 53.726))	POINT (23.72279214 37.97643349)		410.966, 355.969	n=find-spot\nd=2013-07-04T10:51:13Z\nx=0X1.9AF74BC6A7EFAP+8\ny=0X1.63F810624DD2FP+8\nz=0X1.ADCED916872BP+5\nv=0X1.7D681B4E81B4EP+6\ns=0X1.B86A7EF9DB22DP+3\nhz=0X1.44EC16C16C16CP+8\nh=0X1.8CCCCCCCCCCCDP+0	[353 TO 355]		2013-07-04T13:50:55+0300	2013-07-04T10:51:13Z	2013-07-04T13:51:13+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-04T10:50:55Z																	536AE973-75EA-494F-B513-1D25F2B27A00	west:2019:b:44\nLot ΒΘ 518	BA1EE335-592B-492F-88D3-1F924F2C816A\nD9B3D338-1432-4D86-A677-F8D1BF68DF88																				0	0		0		
ΒΘ West 2013	Artifact	31	Inscribed Ceramic Sherd	2013-07-04T12:41:00Z			Non inscribed. Just incised sgraffito ware.			Control Baulk 2 of ΒΘ West		3513	Ceramic	Pottery			2nd half of 12th-early 13th A.D.	1150	1225	Will Process	0					4 juil. 2013					[54.502 TO 54.737]	0.411				ENVELOPE(414.362, 415.296, 355.35, 354.229)	ENVELOPE(23.72283084071520775638, 23.72284145196107019160, 37.97642800442203991906, 37.97641789598202421985)	GEOMETRYCOLLECTION(POLYGON Z ((415.011 355.35 54.719, 415.296 355.146 54.728, 414.643 354.229 54.729, 414.394 354.461 54.737, 414.488 354.625 54.723, 414.644 354.757 54.718, 414.727 354.878 54.718, 414.845 355.095 54.718, 415.011 355.35 54.719)), POLYGON Z ((414.658 354.255 54.502, 414.362 354.487 54.503, 414.992 355.334 54.525, 415.291 355.122 54.544, 414.658 354.255 54.502)))	POLYGON ((23.72284145 37.97642617, 23.7228413 37.97642601, 23.7228414 37.97642596, 23.72283583 37.97641989, 23.72283405 37.9764179, 23.72283121 37.97641998, 23.72283121 37.97641999, 23.72283084 37.97642021, 23.72283799 37.97642786, 23.72283805 37.97642782, 23.7228382 37.976428, 23.72284145 37.97642617))		414.828, 354.799	n=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9F02D0E560419P+8\ny=0X1.635999999999AP+8\nz=0X1.B5C083126E979P+5\nv=0X1.6EB5C28F5C29P+6\ns=0X1.74CCCCCCCCCCDP+3\nhz=0X1.542258BF258CP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9F4BC6A7EF9DBP+8\ny=0X1.6325604189375P+8\nz=0X1.B5D2F1A9FBE77P+5\nv=0X1.6EB2EA61D950DP+6\ns=0X1.6B95810624DD3P+3\nhz=0X1.5522EA61D950DP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9EA49BA5E353FP+8\ny=0X1.623A9FBE76C8BP+8\nz=0X1.B5D4FDF3B645AP+5\nv=0X1.6F0F13579BE02P+6\ns=0X1.57D70A3D70A3DP+3\nhz=0X1.503FDB97530EEP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9E64DD2F1A9FCP+8\ny=0X1.627604189374CP+8\nz=0X1.B5E5604189375P+5\nv=0X1.6EB2A1907F6E6P+6\ns=0X1.61DB22D0E5604P+3\nhz=0X1.4F8D82D82D82EP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9E7CED916872BP+8\ny=0X1.62AP+8\nz=0X1.B5C8B43958106P+5\nv=0X1.6EE8ACF13579CP+6\ns=0X1.6570A3D70A3D7P+3\nhz=0X1.50571C71C71C8P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9EA4DD2F1A9FCP+8\ny=0X1.62C1CAC083127P+8\nz=0X1.B5BE76C8B4396P+5\nv=0X1.6EF7C048D159EP+6\ns=0X1.675C28F5C28F6P+3\nhz=0X1.5157530ECA864P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9EBA1CAC08312P+8\ny=0X1.62E0C49BA5E35P+8\nz=0X1.B5BE76C8B4396P+5\nv=0X1.6EEE5D4C3B2A2P+6\ns=0X1.69EB851EB851FP+3\nhz=0X1.51F6F8091A2B3P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9ED851EB851ECP+8\ny=0X1.631851EB851ECP+8\nz=0X1.B5BE76C8B4396P+5\nv=0X1.6ED3579BE0247P+6\ns=0X1.6F020C49BA5E3P+3\nhz=0X1.52EB851EB851FP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T05:58:19Z\nx=0X1.9F02D0E560419P+8\ny=0X1.635999999999AP+8\nz=0X1.B5C083126E979P+5\nv=0X1.6EB5C28F5C29P+6\ns=0X1.74CCCCCCCCCCDP+3\nhz=0X1.542258BF258CP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\n\nn=find-spot\nd=2013-07-03T09:07:54Z\nx=0X1.9EA872B020C4AP+8\ny=0X1.624147AE147AEP+8\nz=0X1.B404189374BC7P+5\nv=0X1.738FEDCBA9877P+6\ns=0X1.50BC6A7EF9DB2P+3\nhz=0X1.4F2AE147AE148P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T09:07:54Z\nx=0X1.9E5CAC083126FP+8\ny=0X1.627CAC083126FP+8\nz=0X1.B40624DD2F1AAP+5\nv=0X1.732E147AE147BP+6\ns=0X1.5B7CED916872BP+3\nhz=0X1.4E43333333333P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T09:07:54Z\nx=0X1.9EFDF3B645A1DP+8\ny=0X1.6355810624DD3P+8\nz=0X1.B433333333333P+5\nv=0X1.723AE147AE147P+6\ns=0X1.6C51EB851EB85P+3\nhz=0X1.52FAE147AE148P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T09:07:54Z\nx=0X1.9F4A7EF9DB22DP+8\ny=0X1.631F3B645A1CBP+8\nz=0X1.B45A1CAC08312P+5\nv=0X1.721DDDDDDDDDEP+6\ns=0X1.62978D4FDF3B6P+3\nhz=0X1.540740DA740DAP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-03T09:07:54Z\nx=0X1.9EA872B020C4AP+8\ny=0X1.624147AE147AEP+8\nz=0X1.B404189374BC7P+5\nv=0X1.738FEDCBA9877P+6\ns=0X1.50BC6A7EF9DB2P+3\nhz=0X1.4F2AE147AE148P+8\nh=0X1.8CCCCCCCCCCCDP+0	[1150 TO 1225]		2013-07-04T15:41:00+0300	2013-07-04T12:41:00Z	2013-07-04T15:41:00+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-04T12:41:00Z																	A0864E59-84C6-45CE-94C2-C88DF7413D23	west:2019:b:38\nLot ΒΘ 548	C680B840-3C27-43BB-A867-D94A70CA3A7B\nE4F6FCD4-4FB5-4AB0-BA20-E0843142286F																				0	0		0		
ΒΘ West 2013	Artifact	32	Coin	2013-07-05T06:40:15Z						Loose fill in the northwestern corner of Room 4		3527	Copper alloy	Coin	Max. Diam. 0.024; Th. 0.003					Will Process	0					5 juil. 2013					[53.254 TO 53.254]							GEOMETRYCOLLECTION(POINT Z (407.696 353.355 53.254))	POINT (23.722755 37.97640986)		407.696, 353.355	n=find-spot\nd=2013-07-05T06:40:33Z\nx=0X1.97B22D0E56042P+8\ny=0X1.615AE147AE148P+8\nz=0X1.AA083126E978DP+5\nv=0X1.83AFC962FC963P+6\ns=0X1.C86A7EF9DB22DP+3\nhz=0X1.3387530ECA864P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-05T09:40:15+0300	2013-07-05T06:40:33Z	2013-07-05T09:40:33+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-05T06:40:15Z																	FFE4D64F-3C88-4F18-9A4A-FA1135A13FBF	west:2019:b:45\nLot ΒΘ 531	8CA622CB-B8A8-476D-8315-5BBFE1D68762\nBA0B1F22-5ECA-4C81-8265-B7C8A1378766																				0	0		0		
ΒΘ West 2013	Artifact	33	Sculpture Fragment with Curls	2013-07-09T07:20:56Z			Two joining white marble fragments of corkscrew forehead curls, probably from a herm (Alkamenoid).\n\nFragment A: Chipped above row of 3 curls and on surface of one smaller curl of a second row. Deep drilling between curls.\n\nFragment B: Joins row of three curls.		ΒΘ 156	Fill in the Western Section of Room 4		3535	Marble	Sculpture	"Fragment A: \nP.L. 0.07; P.H. 0.045; P.W. 0.021 	Fragment B:\nP.L. 0.041; P.H. 0.021; P.W. 0.014"					Will Process	0					9 juil. 2013					[53.253 TO 53.253]							GEOMETRYCOLLECTION(POINT Z (408.478 351.847 53.253))	POINT (23.72276395 37.97639629)		408.478, 351.847	n=find-spot\nd=2013-07-09T07:21:44Z\nx=0X1.987A5E353F7CFP+8\ny=0X1.5FD8D4FDF3B64P+8\nz=0X1.AA0624DD2F1AAP+5\nv=0X1.874B17E4B17E4P+6\ns=0X1.976C8B439581P+3\nhz=0X1.30262FC962FC8P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-09T10:20:56+0300	2013-07-09T07:21:44Z	2013-07-09T10:21:44+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-09T07:20:56Z																	B11214D1-1AF1-4A16-80E7-6304F1BE708B	west:2019:b:48\nLot ΒΘ 532	20C2FA72-0E35-4188-B532-13CFB8B37C60\nCD9A0196-1C66-42C6-A195-881A6DB803C0																				0	0		0		
ΒΘ West 2013	Artifact	34	Iron Disk	2013-07-10T06:09:44Z						Area 1 of the North Baulk		3545	Iron	Iron & Lead	Diam. 0.015; Th. 0.004					All Done	0					10 juil. 2013					[54.083 TO 54.083]							GEOMETRYCOLLECTION(POINT Z (412.073 356.038 54.083))	POINT (23.72280474 37.97643413)		412.073, 356.038	n=find-spot\nd=2013-07-10T06:10:08Z\nx=0X1.9C12B020C49BAP+8\ny=0X1.6409BA5E353F8P+8\nz=0X1.B0A9FBE76C8B4P+5\nv=0X1.76FE4B17E4B18P+6\ns=0X1.A6147AE147AE1P+3\nhz=0X1.48AA61D950C85P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-10T09:09:44+0300	2013-07-10T06:10:08Z	2013-07-10T09:10:08+0300	2014-07-15T09:05:00Z	Europe/Athens	2013-07-10T06:09:44Z																	B31ACD10-E84E-4479-B891-806229D0F971	west:2019:b:52\nLot ΒΘ 542	3847AC8E-108A-49A8-8178-59619DE299F8\nA28D2466-7A2D-462A-A587-BF3D0599E07D																				0	0		0		
ΒΘ West 2013	Artifact	35	Marble Moulding	2013-07-10T09:22:24Z			Fragment of marble moulding, broken all around. Surface weathered. Fascia with cyma recta surmounted by one battered egg and dart.\n\nLikely a crown moulding for a small monument, such as a statue base or choregic monument.		ΒΘ 157	Cleaning Wall 14		3426	Marble	Architecture Marble	Max. P.L. 0.27; Max. P.W. 0.16; Max. P.H. 0.094					All Done	0					10 juil. 2013					[54.265 TO 54.265]							GEOMETRYCOLLECTION(POINT Z (410.774 354.669 54.265))	POINT (23.72279 37.97642177)		410.774, 354.669	n=find-spot\nd=2013-07-10T09:28:07Z\nx=0X1.9AC624DD2F1AAP+8\ny=0X1.62AB439581062P+8\nz=0X1.B21EB851EB852P+5\nv=0X1.7429D0369D036P+6\ns=0X1.9A1CAC083126FP+3\nhz=0X1.407BF258BF259P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-10T12:22:24+0300	2013-07-10T09:28:07Z	2013-07-10T12:28:07+0300	2014-07-15T09:04:58Z	Europe/Athens	[2013-07-10T09:22:24Z TO 2013-07-10T09:28:07Z]																	D796346F-5179-4B53-AB94-7E273DC95278	west:2019:b:0	AEF394AD-E157-48D5-9BB4-AB7260AE9A41																				0	0		0		
ΒΘ West 2013	Artifact	36	Coin	2013-07-10T10:46:56Z			Small coin with nicely identifiable raised features		ΒΘ-217	Cleaning in the vicinity of the modern concrete disturbance around Wall 18		3426	Copper alloy	Coin						All Done	0					10 juil. 2013					[54.033 TO 54.033]							GEOMETRYCOLLECTION(POINT Z (412.44 355.595 54.033))	POINT (23.72280893 37.97643015)		412.44, 355.595	n=find-spot\nd=2013-07-10T10:47:16Z\nx=0X1.9C70A3D70A3D7P+8\ny=0X1.639851EB851ECP+8\nz=0X1.B04395810624EP+5\nv=0X1.7892C5F92C5FAP+6\ns=0X1.94083126E978DP+3\nhz=0X1.490B17E4B17E6P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-10T13:46:56+0300	2013-07-10T10:47:16Z	2013-07-10T13:47:16+0300	2014-07-15T09:04:58Z	Europe/Athens	2013-07-10T10:46:56Z																	E56A64B4-8159-4287-B2DD-48DDAADAA3D6	west:2019:b:0	AEF394AD-E157-48D5-9BB4-AB7260AE9A41																				0	0		0		
ΒΘ West 2013	Artifact	37	Bronze Disk	2013-07-11T04:43:11Z						Fill in Southeastern Area of the Eastern Section		3543	Copper alloy	Coin	Max. Diam. 0.016; Th. 0.001					All Done	0					11 juil. 2013					[53.737 TO 53.737]							GEOMETRYCOLLECTION(POINT Z (412.345 347.845 53.737))	POINT (23.72280808 37.97636032)		412.345, 347.845	n=find-spot\nd=2013-07-11T04:43:38Z\nx=0X1.9C5851EB851ECP+8\ny=0X1.5BD851EB851ECP+8\nz=0X1.ADE5604189375P+5\nv=0X1.8EB8091A2B3C5P+6\ns=0X1.D676C8B439581P+2\nhz=0X1.2728091A2B3C3P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-11T07:43:11+0300	2013-07-11T04:43:38Z	2013-07-11T07:43:38+0300	2014-07-15T09:04:58Z	Europe/Athens	2013-07-11T04:43:11Z																	375E0835-DB7D-45C1-B466-35379D7F63F4	west:2019:b:51\nLot ΒΘ 561	7E1B8AA8-ED2B-4D34-8B73-780D1ACF9453\nF8267161-FE1B-47D7-B68A-4A346522C525																				0	0		0		
ΒΘ West 2013	Artifact	38	Coin	2013-07-11T04:58:43Z					ΒΘ-236	Cleaning in Southern Section		3426	Copper alloy	Coin						All Done	0					11 juil. 2013					[53.782 TO 53.782]							GEOMETRYCOLLECTION(POINT Z (410.003 344.778 53.782))	POINT (23.72278151 37.97633264)		410.003, 344.778	n=find-spot\nd=2013-07-11T04:59:27Z\nx=0X1.9A00C49BA5E35P+8\ny=0X1.58C72B020C49CP+8\nz=0X1.AE4189374BC6AP+5\nv=0X1.867C048D159E2P+6\ns=0X1.1F645A1CAC083P+3\nhz=0X1.0E17654320FECP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-11T07:58:43+0300	2013-07-11T04:59:27Z	2013-07-11T07:59:27+0300	2014-07-15T09:04:59Z	Europe/Athens	2013-07-11T04:58:43Z																	D07626FA-2F2A-46B9-907F-7D408F5DF32B	west:2019:b:0	AEF394AD-E157-48D5-9BB4-AB7260AE9A41																				0	0		0		
ΒΘ West 2013	Artifact	39	Bronze Ring	2013-07-11T05:33:08Z						Pebbly Fill Between Walls 18 and 22		3547	Copper alloy	Coin	Diam. 0.01; Th. 0.002					All Done	0					11 juil. 2013					[53.769 TO 53.769]							GEOMETRYCOLLECTION(POINT Z (413.182 352.478 53.769))	POINT (23.72281747 37.97640209)		413.182, 352.478	n=find-spot\nd=2013-07-11T05:34:02Z\nx=0X1.9D2E978D4FDF4P+8\ny=0X1.607A5E353F7CFP+8\nz=0X1.AE26E978D4FDFP+5\nv=0X1.84947AE147AE2P+6\ns=0X1.35BA5E353F7CFP+3\nhz=0X1.436DF01234569P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-11T08:33:08+0300	2013-07-11T05:34:02Z	2013-07-11T08:34:02+0300	2014-07-15T09:05:00Z	Europe/Athens	2013-07-11T05:33:08Z																	D1814C2D-E90D-4265-AA12-64ED50A34E48	west:2019:b:53\nLot ΒΘ 558	12886388-C070-42A5-9130-C927A0B4AFE6\n88593378-B63E-4C41-AEA1-AF67A11D3B05																				0	0		0		
ΒΘ West 2013	Artifact	40	Bronze Object	2013-07-11T07:05:47Z			Thrown			Cleaning debris from removal of Modern Wall 7			Copper alloy	Bronze						All Done	0					11 juil. 2013					[52.55 TO 52.55]							GEOMETRYCOLLECTION(POINT Z (401.736 346.977 52.55))	POINT (23.72268735 37.97635226)		401.736, 346.977	n=find-spot\nd=2013-07-11T07:06:06Z\nx=0X1.91BC6A7EF9DB2P+8\ny=0X1.5AFA1CAC08312P+8\nz=0X1.A466666666666P+5\nv=0X1.87DF92C5F92C6P+6\ns=0X1.17A9FBE76C8B4P+4\nhz=0X1.1557E4B17E4B1P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-11T10:05:47+0300	2013-07-11T07:06:06Z	2013-07-11T10:06:06+0300	2014-07-15T09:04:58Z	Europe/Athens	2013-07-11T07:05:47Z																	E284D92E-0F8C-4177-8486-F4B9317E4614	west:2019:b:0	AEF394AD-E157-48D5-9BB4-AB7260AE9A41																				0	0		0		
ΒΘ West 2013	Artifact	41	Coin	2013-07-11T08:38:48Z						Western Section of the North Baulk		3561	Copper alloy	Coin	Diam. 0.017; Th. 0.002					All Done	0					11 juil. 2013					[54.431 TO 54.431]							GEOMETRYCOLLECTION(POINT Z (409.072 359.127 54.431))	POINT (23.72277049 37.97646189)		409.072, 359.127	n=find-spot\nd=2013-07-11T08:38:54Z\nx=0X1.99126E978D4FEP+8\ny=0X1.672083126E979P+8\nz=0X1.B372B020C49BAP+5\nv=0X1.6F206D3A06D3AP+6\ns=0X1.169FBE76C8B44P+4\nhz=0X1.459B17E4B17E6P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-11T11:38:48+0300	2013-07-11T08:38:54Z	2013-07-11T11:38:54+0300	2014-07-15T09:05:00Z	Europe/Athens	2013-07-11T08:38:48Z																	81E3F2B4-698F-46CA-BD5F-A55EF753C1B6	west:2019:b:56\nLot ΒΘ 539	E485FBA8-FC1E-4AAF-B501-18CB6CE818AF\nFD01A4D8-8C4D-4919-BBB5-F95AF70BD0D8																				0	0		0		
ΒΘ West 2013	Artifact	42	Coin	2013-07-11T08:41:20Z			Possible half coin.			Western Section of Room 4		3535	Copper alloy	Coin	Diam. 0.008; Th. 0.003					All Done	0					11 juil. 2013					[53.236 TO 53.236]							GEOMETRYCOLLECTION(POINT Z (408.154 352.724 53.236))	POINT (23.72276023 37.97640418)		408.154, 352.724	n=find-spot\nd=2013-07-11T08:41:25Z\nx=0X1.98276C8B43958P+8\ny=0X1.60B95810624DDP+8\nz=0X1.A9E353F7CED91P+5\nv=0X1.8596789ABCDF1P+6\ns=0X1.AFA5E353F7CEEP+3\nhz=0X1.3283E93E93E94P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-11T11:41:20+0300	2013-07-11T08:41:25Z	2013-07-11T11:41:25+0300	2014-07-15T09:04:59Z	Europe/Athens	2013-07-11T08:41:20Z																	54368178-1A15-497A-B51B-E23CBC5961B3	west:2019:b:48\nLot ΒΘ 532	20C2FA72-0E35-4188-B532-13CFB8B37C60\nCD9A0196-1C66-42C6-A195-881A6DB803C0																				0	0		0		
ΒΘ West 2013	Artifact	43	Stamped tile fragment	2013-07-11T09:43:54Z						Fill in Eastern Section of the North Baulk		3549	Terracotta	Architecture Terracotta						All Done	0					11 juil. 2013					[53.989 TO 53.989]							GEOMETRYCOLLECTION(POINT Z (412.866 354.949 53.989))	POINT (23.7228138 37.97642434)		412.866, 354.949	n=find-spot\nd=2013-07-11T09:44:17Z\nx=0X1.9CDDB22D0E56P+8\ny=0X1.62F2F1A9FBE77P+8\nz=0X1.AFE978D4FDF3BP+5\nv=0X1.7AFE93E93E93FP+6\ns=0X1.7C3126E978D5P+3\nhz=0X1.4956F8091A2B3P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-11T12:43:54+0300	2013-07-11T09:44:17Z	2013-07-11T12:44:17+0300	2014-07-15T09:04:59Z	Europe/Athens	2013-07-11T09:43:54Z																	1CA4D105-45BF-4F34-831E-D1228AAA42A6	west:2019:b:54\nLot ΒΘ 543	571359E0-0A35-41B0-9BAE-EABE4EA7FC35\n78FE405A-9FE0-4D95-A97B-737CC2DC3E3D																				0	0		0		
ΒΘ West 2013	Artifact	44	Coin	2013-07-12T05:40:57Z			Anonymous Follis, Class A2. 976-1035 A.D.		ΒΘ-216	Cleaning Western Scarp of ΒΘ West		3426	Copper alloy	Coin		dan, cleaning outside trench	976-1035 A.D.	976	1035	All Done	0					12 juil. 2013					[52.537 TO 52.537]							GEOMETRYCOLLECTION(POINT Z (403.673 355.31 52.537))	POINT (23.72270915 37.97642738)		403.673, 355.31	n=find-spot\nd=2013-07-12T06:04:37Z\nx=0X1.93AC49BA5E354P+8\ny=0X1.634F5C28F5C29P+8\nz=0X1.A44BC6A7EF9DBP+5\nv=0X1.864320FEDCBA9P+6\ns=0X1.2AF1A9FBE76C9P+4\nhz=0X1.30C6D3A06D39FP+8\nh=0X1.8CCCCCCCCCCCDP+0	[976 TO 1035]		2013-07-12T08:40:57+0300	2013-07-12T06:04:37Z	2013-07-12T09:04:37+0300	2014-07-15T09:04:58Z	Europe/Athens	[2013-07-12T05:40:57Z TO 2013-07-12T06:04:37Z]																	31FC7C43-8752-420F-BA40-C92D4A09A731	west:2019:b:0	AEF394AD-E157-48D5-9BB4-AB7260AE9A41																				0	0		0		
ΒΘ West 2013	Artifact	45	Painted Plaster	2013-07-12T06:08:41Z						Fill with Plaster and Ash in the Southeastern Area		3561	Plaster							All Done	0					12 juil. 2013					[53.687 TO 53.687]							GEOMETRYCOLLECTION(POINT Z (412.005 347.123 53.687))	POINT (23.72280423 37.97635381)		412.005, 347.123	n=find-spot\nd=2013-07-12T06:09:05Z\nx=0X1.9C0147AE147AEP+8\ny=0X1.5B1F7CED91687P+8\nz=0X1.AD7EF9DB22D0EP+5\nv=0X1.90D1EB851EB85P+6\ns=0X1.D96872B020C4AP+2\nhz=0X1.210EDCBA98764P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-12T09:08:41+0300	2013-07-12T06:09:05Z	2013-07-12T09:09:05+0300	2014-07-15T09:04:59Z	Europe/Athens	2013-07-12T06:08:41Z																	6E46F6AA-B3B2-4004-A596-DA45C517AC5D	west:2019:b:60\nLot ΒΘ 563	30DDB22E-E67C-4760-A0FF-DD48B034F8F9\nE49F81C4-5E8F-43C8-9B94-EDC428C15897																				0	0		0		
ΒΘ West 2013	Artifact	46	Coin	2013-07-12T07:03:43Z			Highly corroded, but raised features are faintly preserved on both sides.		ΒΘ-218	Fill in Area 1 of the North Baulk		3549	Copper alloy	Coin	Diam. 0.018; Wt.	Inti	Non-descript			All Done	0					12 juil. 2013					[54.026 TO 54.026]							GEOMETRYCOLLECTION(POINT Z (413.792 355.08 54.026))	POINT (23.72282434 37.97642554)		413.792, 355.08	n=find-spot\nd=2013-07-12T07:04:40Z\nx=0X1.9DCAC083126E9P+8\ny=0X1.63147AE147AE1P+8\nz=0X1.B0353F7CED917P+5\nv=0X1.7B47F6E5D4C3BP+6\ns=0X1.71FBE76C8B439P+3\nhz=0X1.4DC2A1907F6E6P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-12T10:03:43+0300	2013-07-12T07:04:40Z	2013-07-12T10:04:40+0300	2014-07-15T09:04:58Z	Europe/Athens	2013-07-12T07:03:43Z																	FF8426E4-8E7A-4FBB-A744-370F09FA6050	west:2019:b:54\nLot ΒΘ 543	571359E0-0A35-41B0-9BAE-EABE4EA7FC35\n78FE405A-9FE0-4D95-A97B-737CC2DC3E3D																				0	0		0		
